customer_id,product_id,product_name,purchased
2,146,Cabo Náutico 7323,1
2,169,Hélice de Alumínio 1674,1
2,173,Bateria Náutica 2569,1
2,176,Vela Mestra 1834,1
2,181,Bateria Náutica 7848,1
2,182,Vela Mestra 3395,1
2,187,asdf,1
2,191,Bússola de Bordo 8959,1
2,198,Hélice de Alumínio 8067,1
2,201,Sonar Transducer 2387,1
2,212,Sonar Transducer 594,1
2,223,GPS Plotter 582,1
2,224,Tinta Antifouling 1614,1
2,229,Bateria Náutica 5653,1
2,232,Hélice de Alumínio 5784,1
2,242,Âncora Bruce 7665,1
2,247,Defensa Náutica 7459,1
2,250,Hélice de Alumínio 8577,1
2,257,Colete Salva-Vidas 8800,1
2,273,Vela Mestra 3325,1
2,277,Cabo Náutico 3697,1
2,291,GPS Plotter 4422,1
2,292,Vela Mestra 7242,1
2,304,Hélice de Alumínio 7333,1
2,308,Motor de Popa 1540,1
2,322,Bateria Náutica 2619,1
2,332,Bateria Náutica 9527,1
2,338,Cabo Náutico 5724,1
2,341,Vela Mestra 7122,1
2,349,Bateria Náutica 5090,1
2,365,Sonar Transducer 455,1
2,369,Hélice de Alumínio 393,1
2,383,Sonar Transducer 7919,1
2,392,Tinta Antifouling 3067,1
2,394,Sonar Transducer 2625,1
2,411,Motor de Popa 684,1
2,413,Cabo Náutico 5471,1
2,424,Colete Salva-Vidas 8874,1
2,435,Bateria Náutica 5770,1
2,438,Colete Salva-Vidas 2217,1
2,439,Motor de Popa 1376,1
2,441,Colete Salva-Vidas 4674,1
2,442,Motor de Popa 8825,1
2,448,Bateria Náutica 6898,1
2,460,GPS Plotter 2098,1
2,464,GPS Plotter 9584,1
2,472,Defensa Náutica 9030,1
2,473,Motor de Popa 8491,1
2,477,Motor de Popa 8461,1
2,493,Hélice de Alumínio 5003,1
3,9,Tinta Antifouling 874,1
3,16,Hélice de Alumínio 8340,1
3,19,Âncora Bruce 4405,1
3,21,Âncora Bruce 6850,1
3,43,Defensa Náutica 9513,1
3,49,Bússola de Bordo 5407,1
3,55,GPS Plotter 6249,1
3,67,Sonar Transducer 3474,1
3,68,Âncora Bruce 2455,1
3,80,Hélice de Alumínio 6964,1
3,84,Defensa Náutica 656,1
3,165,GPS Plotter 6840,1
3,168,Âncora Bruce 7525,1
3,174,Bússola de Bordo 755,1
3,183,Cabo Náutico 394,1
3,187,asdf,1
3,195,Bateria Náutica 4683,1
3,203,Sonar Transducer 1690,1
3,210,João da Silva,1
3,223,GPS Plotter 582,1
3,233,Bateria Náutica 6163,1
3,234,Defensa Náutica 417,1
3,247,Defensa Náutica 7459,1
3,253,Bússola de Bordo 3611,1
3,259,Bússola de Bordo 5451,1
3,261,Âncora Bruce 7226,1
3,268,Motor de Popa 9800,1
3,275,Cabo Náutico 5921,1
3,279,Vela Mestra 8447,1
3,286,Bússola de Bordo 7461,1
3,296,Vela Mestra 9794,1
3,297,Tinta Antifouling 9136,1
3,303,Bússola de Bordo 7024,1
3,313,Colete Salva-Vidas 3456,1
3,337,Cabo Náutico 9048,1
3,345,Vela Mestra 1741,1
3,350,Motor de Popa 1007,1
3,361,Bússola de Bordo 3152,1
3,368,Cabo Náutico 7039,1
3,374,Âncora Bruce 9527,1
3,379,Bateria Náutica 3343,1
3,390,Defensa Náutica 3955,1
3,392,Tinta Antifouling 3067,1
3,397,GPS Plotter 3411,1
3,399,Hélice de Alumínio 9811,1
3,411,Motor de Popa 684,1
3,437,Hélice de Alumínio 728,1
3,453,Motor de Popa 8838,1
3,466,Bússola de Bordo 1900,1
3,468,Tinta Antifouling 6054,1
3,477,Motor de Popa 8461,1
3,490,Colete Salva-Vidas 3881,1
4,5,Bússola de Bordo 3641,1
4,8,Cabo Náutico 1373,1
4,19,Âncora Bruce 4405,1
4,26,Bússola de Bordo 3795,1
4,37,Âncora Bruce 3597,1
4,44,Motor de Popa 9645,1
4,55,GPS Plotter 6249,1
4,62,Defensa Náutica 3549,1
4,63,Colete Salva-Vidas 4753,1
4,67,Sonar Transducer 3474,1
4,72,Motor de Popa 9771,1
4,74,Bússola de Bordo 702,1
4,97,Motor de Popa 5396,1
4,107,Tinta Antifouling 5097,1
4,112,Âncora Bruce 7692,1
4,127,Defensa Náutica 6521,1
4,129,Defensa Náutica 4517,1
4,130,Tinta Antifouling 9285,1
4,135,GPS Plotter 3319,1
4,141,Motor de Popa 5440,1
4,144,Vela Mestra 7171,1
4,155,Bateria Náutica 5487,1
4,156,GPS Plotter 2111,1
4,160,Tinta Antifouling 901,1
4,162,Bateria Náutica 2654,1
4,176,Vela Mestra 1834,1
4,177,GPS Plotter 8413,1
4,178,Cabo Náutico 6215,1
4,182,Vela Mestra 3395,1
4,192,GPS Plotter 649,1
4,194,Hélice de Alumínio 7846,1
4,195,Bateria Náutica 4683,1
4,205,Cabo Náutico 6267,1
4,233,Bateria Náutica 6163,1
4,235,GPS Plotter 1842,1
4,238,Motor de Popa 4350,1
4,254,Bússola de Bordo 7825,1
4,263,Tinta Antifouling 3557,1
4,269,Bússola de Bordo 1854,1
4,273,Vela Mestra 3325,1
4,275,Cabo Náutico 5921,1
4,279,Vela Mestra 8447,1
4,283,Defensa Náutica 3209,1
4,285,Âncora Bruce 1131,1
4,288,Vela Mestra 5566,1
4,293,GPS Plotter 7173,1
4,294,Vela Mestra 5034,1
4,299,Hélice de Alumínio 9238,1
4,303,Bússola de Bordo 7024,1
4,325,Âncora Bruce 5388,1
4,337,Cabo Náutico 9048,1
4,341,Vela Mestra 7122,1
4,357,NAO INFORMADO,1
4,362,Âncora Bruce 3524,1
4,366,Bússola de Bordo 1762,1
4,375,Sonar Transducer 3481,1
4,377,Cabo Náutico 5117,1
4,381,Cabo Náutico 9083,1
4,385,GPS Plotter 5137,1
4,389,Motor de Popa 5331,1
4,400,Vela Mestra 4667,1
4,411,Motor de Popa 684,1
4,429,GPS Plotter 3591,1
4,430,GPS Plotter 9763,1
4,432,Defensa Náutica 2623,1
4,439,Motor de Popa 1376,1
4,460,GPS Plotter 2098,1
4,468,Tinta Antifouling 6054,1
4,478,Tinta Antifouling 3290,1
4,484,Hélice de Alumínio 6668,1
4,486,Genérico,1
4,495,Sonar Transducer 4154,1
5,3,Tinta Antifouling 5479,1
5,6,Defensa Náutica 7487,1
5,9,Tinta Antifouling 874,1
5,17,GPS Plotter 3436,1
5,41,Âncora Bruce 2416,1
5,53,Sonar Transducer 6909,1
5,58,Sonar Transducer 3832,1
5,62,Defensa Náutica 3549,1
5,71,Hélice de Alumínio 4633,1
5,72,Motor de Popa 9771,1
5,75,Vela Mestra 1913,1
5,78,Colete Salva-Vidas 8571,1
5,81,Motor de Popa 7678,1
5,82,Bússola de Bordo 3993,1
5,96,GPS Plotter 5928,1
5,97,Motor de Popa 5396,1
5,120,Motor de Popa 8681,1
5,126,Hélice de Alumínio 9713,1
5,129,Defensa Náutica 4517,1
5,141,Motor de Popa 5440,1
5,159,GPS Plotter 2508,1
5,160,Tinta Antifouling 901,1
5,164,Bateria Náutica 2738,1
5,167,GPS Plotter 2659,1
5,171,Motor de Popa 6225,1
5,180,Motor de Popa 1949,1
5,182,Vela Mestra 3395,1
5,183,Cabo Náutico 394,1
5,188,Sonar Transducer 9366,1
5,197,Motor de Popa 2175,1
5,200,Tinta Antifouling 4777,1
5,209,Cabo Náutico 7626,1
5,219,Colete Salva-Vidas 502,1
5,223,GPS Plotter 582,1
5,228,Defensa Náutica 9651,1
5,229,Bateria Náutica 5653,1
5,242,Âncora Bruce 7665,1
5,250,Hélice de Alumínio 8577,1
5,251,Motor de Popa 6346,1
5,255,Sonar Transducer 5593,1
5,259,Bússola de Bordo 5451,1
5,263,Tinta Antifouling 3557,1
5,269,Bússola de Bordo 1854,1
5,271,Tinta Antifouling 5976,1
5,284,Bússola de Bordo 7525,1
5,287,Âncora Bruce 4980,1
5,303,Bússola de Bordo 7024,1
5,304,Hélice de Alumínio 7333,1
5,308,Motor de Popa 1540,1
5,311,GPS Plotter 2249,1
5,312,Âncora Bruce 831,1
5,328,Vela Mestra 8368,1
5,339,Sonar Transducer 6256,1
5,342,asdf,1
5,350,Motor de Popa 1007,1
5,356,Vela Mestra 1319,1
5,361,Bússola de Bordo 3152,1
5,370,Tinta Antifouling 5865,1
5,378,Cabo Náutico 5157,1
5,386,Sonar Transducer 9061,1
5,396,Bússola de Bordo 8014,1
5,416,Tinta Antifouling 9500,1
5,417,Bússola de Bordo 6310,1
5,424,Colete Salva-Vidas 8874,1
5,426,Motor de Popa 1296,1
5,430,GPS Plotter 9763,1
5,438,Colete Salva-Vidas 2217,1
5,439,Motor de Popa 1376,1
5,443,Vela Mestra 6757,1
5,453,Motor de Popa 8838,1
5,462,Hélice de Alumínio 1260,1
5,464,GPS Plotter 9584,1
5,467,Colete Salva-Vidas 2345,1
5,476,Vela Mestra 5689,1
5,484,Hélice de Alumínio 6668,1
5,492,Bateria Náutica 4361,1
5,497,Colete Salva-Vidas 9810,1
6,1,Motor de Popa 6014,1
6,55,GPS Plotter 6249,1
6,63,Colete Salva-Vidas 4753,1
6,70,Motor de Popa 1845,1
6,75,Vela Mestra 1913,1
6,77,Bateria Náutica 1945,1
6,79,Sonar Transducer 5255,1
6,88,Tinta Antifouling 6853,1
6,89,Âncora Bruce 2687,1
6,92,Sonar Transducer 1236,1
6,94,Tinta Antifouling 569,1
6,108,Âncora Bruce 326,1
6,110,Hélice de Alumínio 1155,1
6,114,Tinta Antifouling 3228,1
6,124,Âncora Bruce 9985,1
6,125,Âncora Bruce 9236,1
6,129,Defensa Náutica 4517,1
6,133,Âncora Bruce 7309,1
6,148,Colete Salva-Vidas 8269,1
6,153,Motor de Popa 9201,1
6,156,GPS Plotter 2111,1
6,161,Bússola de Bordo 5772,1
6,170,Bateria Náutica 834,1
6,177,GPS Plotter 8413,1
6,187,asdf,1
6,213,Tinta Antifouling 8939,1
6,219,Colete Salva-Vidas 502,1
6,227,Colete Salva-Vidas 3392,1
6,229,Bateria Náutica 5653,1
6,238,Motor de Popa 4350,1
6,242,Âncora Bruce 7665,1
6,243,Bússola de Bordo 994,1
6,260,Cliente Genérico,1
6,270,Defensa Náutica 8531,1
6,277,Cabo Náutico 3697,1
6,283,Defensa Náutica 3209,1
6,289,Motor de Popa 8515,1
6,311,GPS Plotter 2249,1
6,312,Âncora Bruce 831,1
6,327,Sonar Transducer 4970,1
6,382,Cabo Náutico 4851,1
6,387,Cabo Náutico 6511,1
6,388,Cabo Náutico 8945,1
6,391,Bússola de Bordo 5574,1
6,416,Tinta Antifouling 9500,1
6,422,Sonar Transducer 7193,1
6,427,Âncora Bruce 5445,1
6,440,Bússola de Bordo 553,1
6,453,Motor de Popa 8838,1
6,485,GPS Plotter 5365,1
7,12,Cabo Náutico 8028,1
7,13,GPS Plotter 7021,1
7,15,Bússola de Bordo 6287,1
7,25,Bússola de Bordo 799,1
7,26,Bússola de Bordo 3795,1
7,53,Sonar Transducer 6909,1
7,62,Defensa Náutica 3549,1
7,70,Motor de Popa 1845,1
7,109,Âncora Bruce 8139,1
7,131,Âncora Bruce 7031,1
7,142,Cabo Náutico 3932,1
7,144,Vela Mestra 7171,1
7,163,Defensa Náutica 1277,1
7,165,GPS Plotter 6840,1
7,168,Âncora Bruce 7525,1
7,170,Bateria Náutica 834,1
7,175,Hélice de Alumínio 7706,1
7,194,Hélice de Alumínio 7846,1
7,196,Colete Salva-Vidas 9616,1
7,197,Motor de Popa 2175,1
7,201,Sonar Transducer 2387,1
7,238,Motor de Popa 4350,1
7,242,Âncora Bruce 7665,1
7,249,Motor de Popa 1606,1
7,269,Bússola de Bordo 1854,1
7,272,Cabo Náutico 4571,1
7,294,Vela Mestra 5034,1
7,295,Cabo Náutico 2105,1
7,298,Motor de Popa 2640,1
7,302,GPS Plotter 9135,1
7,322,Bateria Náutica 2619,1
7,323,Âncora Bruce 7053,1
7,345,Vela Mestra 1741,1
7,388,Cabo Náutico 8945,1
7,406,Motor de Popa 6404,1
7,411,Motor de Popa 684,1
7,432,Defensa Náutica 2623,1
7,439,Motor de Popa 1376,1
7,443,Vela Mestra 6757,1
7,447,Cabo Náutico 2366,1
7,449,Bússola de Bordo 8282,1
7,455,Defensa Náutica 497,1
7,464,GPS Plotter 9584,1
7,469,Motor de Popa 9450,1
7,491,Bússola de Bordo 4004,1
8,3,Tinta Antifouling 5479,1
8,10,Colete Salva-Vidas 6199,1
8,11,Hélice de Alumínio 4091,1
8,19,Âncora Bruce 4405,1
8,23,Âncora Bruce 4975,1
8,26,Bússola de Bordo 3795,1
8,40,Tinta Antifouling 4321,1
8,41,Âncora Bruce 2416,1
8,48,Bússola de Bordo 6684,1
8,53,Sonar Transducer 6909,1
8,57,Vela Mestra 6445,1
8,70,Motor de Popa 1845,1
8,75,Vela Mestra 1913,1
8,81,Motor de Popa 7678,1
8,118,Vela Mestra 5825,1
8,127,Defensa Náutica 6521,1
8,137,Motor de Popa 8544,1
8,138,Cabo Náutico 3217,1
8,140,Bússola de Bordo 5528,1
8,143,Tinta Antifouling 849,1
8,151,Hélice de Alumínio 7225,1
8,171,Motor de Popa 6225,1
8,174,Bússola de Bordo 755,1
8,180,Motor de Popa 1949,1
8,189,Cabo Náutico 8341,1
8,211,Cabo Náutico 9796,1
8,223,GPS Plotter 582,1
8,241,Defensa Náutica 5179,1
8,242,Âncora Bruce 7665,1
8,249,Motor de Popa 1606,1
8,258,Bateria Náutica 5523,1
8,264,Bateria Náutica 1358,1
8,277,Cabo Náutico 3697,1
8,279,Vela Mestra 8447,1
8,311,GPS Plotter 2249,1
8,314,Tinta Antifouling 2982,1
8,328,Vela Mestra 8368,1
8,339,Sonar Transducer 6256,1
8,340,GPS Pltoter 3205,1
8,349,Bateria Náutica 5090,1
8,358,Motor de Popa 553,1
8,364,Vela Mestra 4634,1
8,391,Bússola de Bordo 5574,1
8,394,Sonar Transducer 2625,1
8,395,Vela Mestra 9165,1
8,399,Hélice de Alumínio 9811,1
8,407,Motor de Popa 3225,1
8,408,Sonar Transducer 7193,1
8,410,Vela Mestra 207,1
8,411,Motor de Popa 684,1
8,412,Motor de Popa 6647,1
8,418,Tinta Antifouling 6959,1
8,423,GPS Plotter 5583,1
8,430,GPS Plotter 9763,1
8,435,Bateria Náutica 5770,1
8,441,Colete Salva-Vidas 4674,1
8,447,Cabo Náutico 2366,1
8,467,Colete Salva-Vidas 2345,1
8,473,Motor de Popa 8491,1
8,481,Bússola de Bordo 2683,1
8,493,Hélice de Alumínio 5003,1
8,496,Bateria Náutica 6054,1
8,497,Colete Salva-Vidas 9810,1
8,498,GPS Plotter 7720,1
9,1,Motor de Popa 6014,1
9,2,Vela Mestra 3870,1
9,4,Sonar Transducer 9933,1
9,10,Colete Salva-Vidas 6199,1
9,11,Hélice de Alumínio 4091,1
9,12,Cabo Náutico 8028,1
9,25,Bússola de Bordo 799,1
9,36,GPS Plotter 8951,1
9,39,Bateria Náutica 3427,1
9,43,Defensa Náutica 9513,1
9,47,Motor de Popa 5561,1
9,49,Bússola de Bordo 5407,1
9,55,GPS Plotter 6249,1
9,62,Defensa Náutica 3549,1
9,63,Colete Salva-Vidas 4753,1
9,68,Âncora Bruce 2455,1
9,80,Hélice de Alumínio 6964,1
9,82,Bússola de Bordo 3993,1
9,108,Âncora Bruce 326,1
9,115,Bateria Náutica 8635,1
9,117,Sonar Transducer 869,1
9,125,Âncora Bruce 9236,1
9,128,Cabo Náutico 7174,1
9,140,Bússola de Bordo 5528,1
9,143,Tinta Antifouling 849,1
9,158,Vela Mestra 8056,1
9,177,GPS Plotter 8413,1
9,184,Tinta Antifouling 8753,1
9,190,GPS Plotter 3107,1
9,192,GPS Plotter 649,1
9,203,Sonar Transducer 1690,1
9,213,Tinta Antifouling 8939,1
9,233,Bateria Náutica 6163,1
9,235,GPS Plotter 1842,1
9,242,Âncora Bruce 7665,1
9,247,Defensa Náutica 7459,1
9,249,Motor de Popa 1606,1
9,272,Cabo Náutico 4571,1
9,275,Cabo Náutico 5921,1
9,276,GPS Plotter 4567,1
9,282,Cabo Náutico 8086,1
9,284,Bússola de Bordo 7525,1
9,287,Âncora Bruce 4980,1
9,291,GPS Plotter 4422,1
9,302,GPS Plotter 9135,1
9,327,Sonar Transducer 4970,1
9,329,Colete Salva-Vidas 3098,1
9,345,Vela Mestra 1741,1
9,351,GPS Plotter 845,1
9,361,Bússola de Bordo 3152,1
9,366,Bússola de Bordo 1762,1
9,368,Cabo Náutico 7039,1
9,377,Cabo Náutico 5117,1
9,378,Cabo Náutico 5157,1
9,382,Cabo Náutico 4851,1
9,389,Motor de Popa 5331,1
9,392,Tinta Antifouling 3067,1
9,401,Bússola de Bordo 4473,1
9,413,Cabo Náutico 5471,1
9,430,GPS Plotter 9763,1
9,439,Motor de Popa 1376,1
9,450,Hélice de Alumínio 290,1
9,455,Defensa Náutica 497,1
9,470,Defensa Náutica 9426,1
9,484,Hélice de Alumínio 6668,1
9,486,Genérico,1
9,494,Motor de Popa 4783,1
9,498,GPS Plotter 7720,1
9,500,Motor de Popa 7932,1
10,11,Hélice de Alumínio 4091,1
10,15,Bússola de Bordo 6287,1
10,24,Colete Salva-Vidas 3398,1
10,38,Sonar Transducer 7290,1
10,43,Defensa Náutica 9513,1
10,47,Motor de Popa 5561,1
10,53,Sonar Transducer 6909,1
10,57,Vela Mestra 6445,1
10,61,Tinta Antifouling 693,1
10,68,Âncora Bruce 2455,1
10,71,Hélice de Alumínio 4633,1
10,96,GPS Plotter 5928,1
10,110,Hélice de Alumínio 1155,1
10,111,Sonar Transducer 5950,1
10,133,Âncora Bruce 7309,1
10,145,Sonar Transducer 1176,1
10,166,GPS Plotter 7150,1
10,167,GPS Plotter 2659,1
10,174,Bússola de Bordo 755,1
10,181,Bateria Náutica 7848,1
10,191,Bússola de Bordo 8959,1
10,195,Bateria Náutica 4683,1
10,199,Colete Salva-Vidas 2755,1
10,209,Cabo Náutico 7626,1
10,214,Hélice de Alumínio 8208,1
10,223,GPS Plotter 582,1
10,233,Bateria Náutica 6163,1
10,246,Motor de Popa 1365,1
10,247,Defensa Náutica 7459,1
10,249,Motor de Popa 1606,1
10,250,Hélice de Alumínio 8577,1
10,254,Bússola de Bordo 7825,1
10,255,Sonar Transducer 5593,1
10,265,Âncora Bruce 2284,1
10,268,Motor de Popa 9800,1
10,281,Vela Mestra 8105,1
10,293,GPS Plotter 7173,1
10,295,Cabo Náutico 2105,1
10,296,Vela Mestra 9794,1
10,297,Tinta Antifouling 9136,1
10,314,Tinta Antifouling 2982,1
10,346,GPS Plotter 830,1
10,352,Âncora Bruce 7571,1
10,356,Vela Mestra 1319,1
10,375,Sonar Transducer 3481,1
10,378,Cabo Náutico 5157,1
10,387,Cabo Náutico 6511,1
10,401,Bússola de Bordo 4473,1
10,408,Sonar Transducer 7193,1
10,409,Hélice de Alumínio 9928,1
10,413,Cabo Náutico 5471,1
10,416,Tinta Antifouling 9500,1
10,436,Bateria Náutica 6370,1
10,453,Motor de Popa 8838,1
10,468,Tinta Antifouling 6054,1
10,474,Tinta Antifouling 8791,1
10,481,Bússola de Bordo 2683,1
10,484,Hélice de Alumínio 6668,1
10,494,Motor de Popa 4783,1
10,497,Colete Salva-Vidas 9810,1
11,16,Hélice de Alumínio 8340,1
11,37,Âncora Bruce 3597,1
11,43,Defensa Náutica 9513,1
11,44,Motor de Popa 9645,1
11,49,Bússola de Bordo 5407,1
11,55,GPS Plotter 6249,1
11,57,Vela Mestra 6445,1
11,67,Sonar Transducer 3474,1
11,77,Bateria Náutica 1945,1
11,78,Colete Salva-Vidas 8571,1
11,100,Defensa Náutica 2321,1
11,103,GPS Plotter 3183,1
11,108,Âncora Bruce 326,1
11,117,Sonar Transducer 869,1
11,118,Vela Mestra 5825,1
11,119,Motor de Popa 2911,1
11,121,GPS Plotter 1152,1
11,135,GPS Plotter 3319,1
11,146,Cabo Náutico 7323,1
11,155,Bateria Náutica 5487,1
11,186,Motor de Popa 4710,1
11,187,asdf,1
11,218,Bússola de Bordo 4059,1
11,223,GPS Plotter 582,1
11,231,GPS Plotter 6626,1
11,247,Defensa Náutica 7459,1
11,265,Âncora Bruce 2284,1
11,267,GPS Plotter 475,1
11,269,Bússola de Bordo 1854,1
11,283,Defensa Náutica 3209,1
11,287,Âncora Bruce 4980,1
11,293,GPS Plotter 7173,1
11,297,Tinta Antifouling 9136,1
11,313,Colete Salva-Vidas 3456,1
11,322,Bateria Náutica 2619,1
11,325,Âncora Bruce 5388,1
11,329,Colete Salva-Vidas 3098,1
11,335,Vela Mestra 8049,1
11,345,Vela Mestra 1741,1
11,369,Hélice de Alumínio 393,1
11,370,Tinta Antifouling 5865,1
11,386,Sonar Transducer 9061,1
11,393,Hélice de Alumínio 2428,1
11,402,Tinta Antifouling 3241,1
11,405,Bateria Náutica 9124,1
11,411,Motor de Popa 684,1
11,425,Bateria Náutica 2254,1
11,426,Motor de Popa 1296,1
11,432,Defensa Náutica 2623,1
11,439,Motor de Popa 1376,1
11,448,Bateria Náutica 6898,1
11,454,Vela Mestra 401,1
11,456,Colete Salva-Vidas 2374,1
11,459,Vela Mestra 9743,1
11,464,GPS Plotter 9584,1
11,469,Motor de Popa 9450,1
11,474,Tinta Antifouling 8791,1
11,478,Tinta Antifouling 3290,1
11,479,Motor de Popa 9417,1
11,481,Bússola de Bordo 2683,1
11,492,Bateria Náutica 4361,1
11,500,Motor de Popa 7932,1
12,4,Sonar Transducer 9933,1
12,9,Tinta Antifouling 874,1
12,10,Colete Salva-Vidas 6199,1
12,12,Cabo Náutico 8028,1
12,17,GPS Plotter 3436,1
12,25,Bússola de Bordo 799,1
12,34,Defensa Náutica 5959,1
12,40,Tinta Antifouling 4321,1
12,42,Tinta Antifouling 503,1
12,56,Sonar Transducer 4571,1
12,57,Vela Mestra 6445,1
12,94,Tinta Antifouling 569,1
12,111,Sonar Transducer 5950,1
12,138,Cabo Náutico 3217,1
12,143,Tinta Antifouling 849,1
12,146,Cabo Náutico 7323,1
12,153,Motor de Popa 9201,1
12,174,Bússola de Bordo 755,1
12,183,Cabo Náutico 394,1
12,184,Tinta Antifouling 8753,1
12,203,Sonar Transducer 1690,1
12,210,João da Silva,1
12,223,GPS Plotter 582,1
12,230,Bússola de Bordo 4361,1
12,254,Bússola de Bordo 7825,1
12,257,Colete Salva-Vidas 8800,1
12,267,GPS Plotter 475,1
12,284,Bússola de Bordo 7525,1
12,286,Bússola de Bordo 7461,1
12,289,Motor de Popa 8515,1
12,295,Cabo Náutico 2105,1
12,300,GPS Plotter 7543,1
12,304,Hélice de Alumínio 7333,1
12,306,Cabo Náutico 9175,1
12,308,Motor de Popa 1540,1
12,327,Sonar Transducer 4970,1
12,337,Cabo Náutico 9048,1
12,345,Vela Mestra 1741,1
12,347,Bússola de Bordo 9956,1
12,348,Âncora Bruce 1231,1
12,355,Cabo Náutico 1755,1
12,356,Vela Mestra 1319,1
12,367,Sonar Transducer 4574,1
12,378,Cabo Náutico 5157,1
12,383,Sonar Transducer 7919,1
12,388,Cabo Náutico 8945,1
12,408,Sonar Transducer 7193,1
12,430,GPS Plotter 9763,1
12,452,Tinta Antifouling 4641,1
12,465,Defensa Náutica 792,1
12,480,Hélice de Alumínio 4260,1
12,494,Motor de Popa 4783,1
12,497,Colete Salva-Vidas 9810,1
13,16,Hélice de Alumínio 8340,1
13,28,Colete Salva-Vidas 1890,1
13,44,Motor de Popa 9645,1
13,58,Sonar Transducer 3832,1
13,70,Motor de Popa 1845,1
13,71,Hélice de Alumínio 4633,1
13,74,Bússola de Bordo 702,1
13,75,Vela Mestra 1913,1
13,77,Bateria Náutica 1945,1
13,90,Âncora Bruce 9445,1
13,95,Vela Mestra 6861,1
13,104,Bússola de Bordo 7303,1
13,108,Âncora Bruce 326,1
13,119,Motor de Popa 2911,1
13,121,GPS Plotter 1152,1
13,128,Cabo Náutico 7174,1
13,135,GPS Plotter 3319,1
13,139,Sonar Transducer 7171,1
13,143,Tinta Antifouling 849,1
13,146,Cabo Náutico 7323,1
13,161,Bússola de Bordo 5772,1
13,165,GPS Plotter 6840,1
13,172,Defensa Náutica 2684,1
13,184,Tinta Antifouling 8753,1
13,187,asdf,1
13,190,GPS Plotter 3107,1
13,200,Tinta Antifouling 4777,1
13,203,Sonar Transducer 1690,1
13,205,Cabo Náutico 6267,1
13,207,Tinta Antifouling 179,1
13,208,Motor de Popa 9560,1
13,209,Cabo Náutico 7626,1
13,224,Tinta Antifouling 1614,1
13,233,Bateria Náutica 6163,1
13,234,Defensa Náutica 417,1
13,253,Bússola de Bordo 3611,1
13,267,GPS Plotter 475,1
13,276,GPS Plotter 4567,1
13,279,Vela Mestra 8447,1
13,282,Cabo Náutico 8086,1
13,286,Bússola de Bordo 7461,1
13,289,Motor de Popa 8515,1
13,295,Cabo Náutico 2105,1
13,318,Defensa Náutica 6926,1
13,340,GPS Pltoter 3205,1
13,341,Vela Mestra 7122,1
13,346,GPS Plotter 830,1
